order_id;customer_id;order_status;order_purchase_timestamp;order_approved_at;order_delivered_carrier_date;order_delivered_customer_date;order_estimated_delivery_date;is_delivered;problem_order
d30680568af2e9f0aeba3420292df26d;8eb5e45df7b0f27cc1a3b7ba46219180;delivered;2017-09-16 09:20:26;2017-09-16 09:35:12;2017-09-22 20:45:53;2017-10-22 14:16:51;2017-10-09;True;True
cafc9b2f7d35ec42bdb74347cc6e8a70;c9573cc1e246dadca50b2a74f795def3;delivered;2018-01-19 00:48:30;2018-01-19 01:21:52;2018-01-19 22:41:38;2018-04-04 17:12:36;2018-02-16;True;True
376a342d70faa7a733b871acc701def8;8563b07a84656ff32968702daa37c468;delivered;2017-12-11 11:50:54;2017-12-11 11:58:24;2017-12-12 13:09:44;2018-01-20 01:36:58;2018-01-05;True;True
8a0b2bc5c7a1c524635f4de8bae9dffe;764fb80689629a0092fa11ada23a0c4e;delivered;2017-11-23 22:27:55;2017-11-23 22:37:27;2017-11-27 20:23:03;2018-01-20 15:26:28;2017-12-22;True;True
4190ab61a7fced69f3ee84d1da1120cc;3df7ff0b86935d5249e4d6cd56b89131;delivered;2017-12-08 11:38:00;2017-12-09 02:36:21;2018-01-12 00:35:33;2018-01-31 19:08:40;2018-01-11;True;True
f9f15e02ed74cf8a21b8266a55498942;e1f67a370030c2c5695ee3f95c44cd90;delivered;2017-10-12 21:46:31;2017-10-12 21:56:20;2017-10-17 17:07:58;2017-11-17 23:59:11;2017-11-13;True;True
64ea4c51ad1203229ba011693f35da54;f384d3d46a938ede0333121a810b4d7d;delivered;2018-01-29 13:09:31;2018-01-29 13:30:16;2018-02-01 00:38:54;2018-03-02 22:15:36;2018-02-22;True;True
aa2e81559d88cca16ac122e7627078c8;0d49e6cf6c6049404ab247c5d1ea4aa3;delivered;2017-03-27 14:04:58;2017-03-27 14:15:21;2017-03-30 16:08:45;2017-05-05 14:56:03;2017-05-02;True;True
dd6d0f11a9c3d2abdc91e95b9598b332;e6c386cfd321a1708aa60ff6b8f46449;delivered;2018-01-11 21:42:30;2018-01-13 19:30:09;2018-02-08 21:16:40;2018-02-21 21:26:15;2018-03-01;True;True
88c588c116fd06fb8e48dd83af88ec4a;8787c72a20002592238d7b80721ab729;delivered;2017-11-19 13:23:27;2017-11-19 13:35:26;2017-11-24 22:06:56;2017-12-22 17:44:27;2017-12-12;True;True
b323a1bf3949211f3d9fbc43772534e6;4ad5a269a2d59d2c83ac551b5c948c0a;delivered;2018-05-07 10:59:47;2018-05-07 17:56:21;2018-05-16 11:00:00;2018-06-09 19:36:43;2018-05-30;True;True
f644267f332fbcb9fe143fbb7478441c;03c27921f605f0385f319ba1bbee389b;delivered;2017-11-24 22:21:21;2017-11-28 03:44:52;2017-12-05 00:46:43;2018-01-04 20:26:46;2017-12-19;True;True
cc06813c8d9909633f390ed9b5df999f;640246e27e1df1ffe19d062550d0d5ab;delivered;2018-04-14 18:31:02;2018-04-14 18:52:37;2018-04-17 16:52:47;2018-05-17 21:43:34;2018-05-09;True;True
7297f6bfea2a33ef176cff30f467aa41;b19a370495e4d833f7351b777ef67b4b;delivered;2018-04-16 13:44:10;2018-04-16 14:33:17;2018-04-18 00:41:17;2018-05-17 22:28:30;2018-05-10;True;True
80b0f4fc350532f6e0ce9aa81ccde91c;d06f910929d7ece5e8090c5b4ef80b08;delivered;2018-03-01 16:51:27;2018-03-01 17:09:42;2018-03-02 23:57:29;2018-04-05 21:37:26;2018-03-19;True;True
4edca0186e467f58fe99ab648f604ce8;1d06482d82c32c8752f4decbbffe7623;delivered;2018-03-14 15:55:57;2018-03-14 16:10:39;2018-03-20 00:02:52;2018-04-23 10:41:24;2018-04-16;True;True
efe9bd98be3cb5cb5c87e7ca27abe613;37751e1671512ad89943d1615b563b1d;delivered;2018-01-21 13:28:36;2018-01-23 03:52:57;2018-01-23 22:57:46;2018-02-24 13:12:53;2018-02-15;True;True
08763574782690116475ea62ffdecadb;a2f475be29f915fa902863f62308df8f;delivered;2017-11-28 07:50:35;2017-11-28 07:59:26;2017-11-28 17:24:39;2018-01-03 19:24:57;2017-12-26;True;True
0adf4c5c9a1399ceefdb7ba880df1ca7;eab22d3171e51fc2a3b380f5da7c7310;delivered;2017-02-22 13:22:13;2017-02-22 13:30:16;2017-02-22 14:25:33;2017-03-28 16:23:53;2017-04-06;True;True
ad982819d59bc6c0fc50e08c0ee19e05;6aee223ad482dc78a0d4fe2f893c203c;delivered;2017-12-08 22:24:48;2017-12-08 22:36:29;2017-12-12 15:09:42;2018-01-11 20:18:26;2018-01-17;True;True
947ee6ab639791b5711558a7e55cf98e;92a24fa199710ba33bab157e838a86e7;delivered;2018-06-11 22:04:34;2018-06-12 09:01:12;2018-07-18 14:02:00;2018-07-28 16:32:17;2018-08-10;True;True
bd74c36a843f8560d4b4b2a902dfb22e;5c49d0bcb0f397a3a5dec5512755f848;delivered;2018-02-23 19:28:03;2018-02-24 19:27:14;2018-02-27 14:22:46;2018-04-03 19:28:37;2018-03-26;True;True
45b0a671da62d1c868294b22b4837dca;790cbac97e71291719b52249d721519f;delivered;2018-01-22 15:35:47;2018-01-23 15:37:23;2018-01-25 12:22:38;2018-03-18 13:58:24;2018-02-19;True;True
5e4c365dd3cf7769a88981f408d069d3;15f7712bb12fe27068e5353d14503653;delivered;2017-11-21 21:31:09;2017-11-23 02:47:29;2017-11-28 23:33:04;2017-12-23 16:13:34;2017-12-12;True;True
db65bf4cccb652a88bf890bd8a69cdc8;a3fd85d47dab4959cc2103f846c3de65;delivered;2018-02-23 20:39:32;2018-02-24 14:50:23;2018-02-26 19:08:12;2018-04-02 19:38:31;2018-04-03;True;True
ad1ffca90f5325d0f320f2b0f54eb114;535ad20edf8f32252bb8c7786f18df1e;delivered;2017-11-24 16:40:41;2017-11-26 17:16:11;2017-12-13 19:35:11;2017-12-29 14:38:34;2018-01-04;True;True
e2b405a4cccf1e66eb8d2b73a4bba700;6af12e8e6fdd92d3e49abf9eac301d63;delivered;2018-06-02 09:23:01;2018-06-02 09:35:22;2018-07-04 06:38:00;2018-07-09 18:51:08;2018-07-26;True;True
be9544c2dfb58675d21a0a735fa1d32a;b0e4880c9456f938411b2aa2bc09aa57;delivered;2017-07-21 07:31:26;2017-07-21 07:42:28;2017-07-25 22:11:34;2017-08-21 22:09:42;2017-08-29;True;True
0ef89e47a5078a9e54a080d5fa8c9109;4b4be2256ef77aecee551a7a665a7108;delivered;2018-03-08 12:51:13;2018-03-09 12:48:51;2018-03-10 00:21:42;2018-04-09 22:22:43;2018-03-28;True;True
81f2ee7669eee05b13906d24d43ebc69;7b0fc6ecc532642ffce9a191715e3faf;delivered;2018-04-03 09:40:44;2018-04-03 10:28:44;2018-04-05 22:31:11;2018-06-01 19:56:25;2018-04-13;True;True
7dbad9087d339419eb06d86950842742;aa738cdb72af39e38482fa25b992c67c;delivered;2018-03-09 19:41:23;2018-03-13 04:30:37;2018-03-16 20:42:33;2018-04-19 00:44:44;2018-04-12;True;True
43f312594026fc6c67ccf619afe600d1;5cf1b1745fff59660522b4ff7b475374;delivered;2018-02-20 18:03:43;2018-02-20 18:10:28;2018-02-22 00:52:41;2018-04-10 11:35:49;2018-03-21;True;True
ca621c614abfc6d64f4a093ade1249b9;c4333f782a96190eece0b2e3321f4f7a;delivered;2017-08-14 10:00:44;2017-08-15 03:30:43;2017-08-16 12:26:54;2017-09-19 17:53:50;2017-09-12;True;True
2c9bc10b715272770d51948b929485f7;2ca9b081fd8cf85263e827dffd02446b;delivered;2018-05-03 15:12:22;2018-05-04 15:10:22;2018-05-07 14:20:00;2018-06-07 20:03:26;2018-05-29;True;True
afa2c425be2efd14c19b4a0aa62f9b59;2a22ba1cb2f182b16cfd4b7620ea6114;delivered;2018-03-04 02:25:53;2018-03-05 08:15:31;2018-03-06 17:03:46;2018-04-06 19:24:59;2018-03-22;True;True
774b8c52e2dda4cae042a9175258ab1b;f4089d4af6a57725128cafde4c098188;delivered;2017-11-20 12:49:35;2017-11-20 13:07:36;2017-11-22 17:38:41;2017-12-22 18:32:29;2017-12-21;True;True
b95764ee8ef0302702f107df59c9c4a2;5fff39f1b59dc4d2fb96c9f19b9a484e;delivered;2017-05-01 19:13:37;2017-05-01 19:25:12;2017-05-03 13:32:34;2017-06-02 06:17:21;2017-06-02;True;True
dfa7d326a489fe0c01a652351a552b43;c5fb3c3494f2aa02774d5930a1f981e6;delivered;2017-04-07 10:07:39;2017-04-07 10:15:26;2017-04-25 11:44:57;2017-05-10 09:25:44;2017-05-03;True;True
8cf0fd0e7dc9c106fa1f09ba6bce7626;3d90a8bd92497095afe20f9efeeab825;delivered;2017-10-31 15:26:06;2017-10-31 16:31:14;2017-11-01 16:07:38;2017-12-01 16:54:39;2017-11-22;True;True
c53b15af645d91a057ddba9d0e1f21c7;e4257cc2f24d3cb4a68767a524dc8b76;delivered;2018-02-18 20:42:53;2018-02-18 21:46:42;2018-02-21 18:58:15;2018-03-31 13:44:37;2018-03-16;True;True
bf9a3a8d9db6be5e4dfcfe2f071ef405;26fdb52d0382ebe750a8866b5bf9e5db;delivered;2017-12-02 08:50:34;2017-12-02 09:09:15;2017-12-04 21:52:19;2018-01-15 20:42:42;2018-01-02;True;True
b5195225c11fc325d686d24fe14eedbb;7fc191973597f7e5c232ecee9d7922ff;delivered;2018-03-02 10:35:38;2018-03-02 10:50:47;2018-03-08 19:56:34;2018-05-07 15:59:16;2018-04-04;True;True
56af0400ccac703cca01cd9846d29c58;89d08063d07129349239d9584c768a9c;delivered;2018-02-20 17:37:20;2018-02-22 02:30:59;2018-02-27 01:48:56;2018-05-06 17:08:31;2018-03-19;True;True
790512cc033ced5f8fe1f9158eb8f2fe;8752a4fb5c55922535507e67d4f431c6;delivered;2018-02-28 22:34:44;2018-02-28 22:47:44;2018-03-02 20:05:46;2018-04-21 20:14:29;2018-03-20;True;True
1613193aa6cbc8820d6b5c12536722a0;61cc0e28471e6851f580dbdcb60854e3;delivered;2017-03-15 16:00:40;2017-03-15 16:00:40;2017-03-21 11:38:10;2017-04-18 12:12:02;2017-04-26;True;True
31209eb386cfc93a1aeacf7d2da74f86;a7822dc752d3f4130c061c077d15d5e4;delivered;2018-02-19 21:53:30;2018-02-19 22:55:31;2018-02-24 00:42:55;2018-03-23 14:28:41;2018-03-23;True;True
a4efaffc506a395c9cea7402b078c1e5;2020559b0ae9910898ef57a8159533ab;delivered;2018-01-17 10:50:09;2018-01-17 10:58:33;2018-01-24 12:30:54;2018-05-07 19:25:33;2018-02-23;True;True
9b189f6cf2ef734a7dd0419ed3c64d99;f8508e9ec506a046a25f3a4a63d0c630;delivered;2018-05-11 10:49:39;2018-05-11 11:09:02;2018-05-14 14:49:00;2018-06-25 13:08:37;2018-06-13;True;True
469a464be162099fa2c0e8f1cfc871db;be687363317507b670445b40f548a747;delivered;2018-02-21 10:13:41;2018-02-22 02:08:57;2018-02-27 04:52:37;2018-03-25 14:35:04;2018-03-14;True;True
3c901df8e80c646961877910379f4c1d;745b41873a19a0a1b38807987bd21cb2;delivered;2018-02-09 20:03:05;2018-02-09 20:15:25;2018-02-19 18:14:21;2018-04-10 18:24:44;2018-03-06;True;True
a3ba21f961c9d61f7502766974371616;82a5458c7efd1055b6ab24f6985fa233;delivered;2018-03-04 08:56:57;2018-03-04 09:09:52;2018-03-07 20:35:21;2018-04-17 21:34:51;2018-03-27;True;True
69d4b792fad7f4acff2e38e426f5e3ea;7681fbcd3ede0e49dd00c993245ffb3d;delivered;2018-04-04 22:14:05;2018-04-04 22:28:45;2018-04-10 23:58:51;2018-05-09 17:11:28;2018-05-03;True;True
fa44b98d202360f1246681a3e0405db4;ef95061d7fabce59a19b991b10e9bfc5;delivered;2018-02-05 20:25:11;2018-02-06 04:32:07;2018-02-10 11:54:41;2018-03-17 17:57:18;2018-03-05;True;True
0350fc2d00f48ad8a74efdf4d2fd4bdc;c7f658d05c387b0664410be68026ef0d;delivered;2017-12-14 01:30:04;2017-12-14 01:38:20;2017-12-19 18:48:38;2018-01-19 21:47:50;2018-01-12;True;True
dbd10344065568345dadbd904bb51dc1;1589f4bea320a405a122738de980c6e2;delivered;2018-04-15 17:15:57;2018-04-15 17:30:39;2018-04-17 23:55:49;2018-06-07 22:06:45;2018-05-17;True;True
19a8ddfef7a411a196509d51ee14b776;78273c93ab6b793ee62a60feb6b7140d;delivered;2017-12-11 18:30:26;2017-12-11 18:51:03;2017-12-22 13:52:49;2018-01-16 21:18:46;2018-01-22;True;True
544b98cbee1fc6152e5ede26e1ef2986;1d7079eccf3132bfcc76f65aa79c789e;delivered;2018-01-07 12:26:36;2018-01-07 12:35:23;2018-01-09 02:10:49;2018-02-21 23:46:57;2018-02-06;True;True
25e5f6a88a4525f820943240376c45c5;5425974ca1091055b0c05604f43f711e;delivered;2017-11-26 14:08:44;2017-11-27 14:20:20;2017-11-28 17:26:56;2018-01-06 17:09:50;2017-12-18;True;True
e2cfe4b2af025a2ae3b1d8795f677525;263e66eb67eddc6a0053b194571427d0;delivered;2017-12-05 12:19:36;2017-12-05 12:33:48;2017-12-05 22:54:47;2018-01-05 23:59:05;2017-12-29;True;True
397734101cdc7f8ac3663089a968a763;a8ce91cb1dbbaddba9f7be0a9937b25f;delivered;2018-01-30 17:04:07;2018-01-30 17:29:46;2018-02-01 18:23:07;2018-03-12 20:32:17;2018-03-02;True;True
7edf656fde82d2902cc1a19596cdf422;116a19a0ae346ac667f771936ff445bb;delivered;2018-03-20 15:36:44;2018-03-22 02:49:53;2018-04-18 18:21:20;2018-04-23 16:48:49;2018-04-20;True;True
10ef04a6021b2bac686ed668485c8c80;82b03a0031f872239665983241c52179;delivered;2018-01-25 13:21:56;2018-01-25 13:38:59;2018-02-17 02:33:54;2018-03-16 00:18:37;2018-03-09;True;True
7723b5b9aece2fe48715a349e72ce1df;b5205e335aca81bc3bea7fef91500e1f;delivered;2018-02-26 19:28:01;2018-02-28 09:29:29;2018-03-21 21:32:16;2018-04-03 18:07:56;2018-04-04;True;True
8f3c9dee0b510175b90cce425174b78e;581588a30afa8dd7bf1179f15ef2e94e;delivered;2017-03-31 23:02:01;2017-03-31 23:15:08;2017-04-03 15:45:59;2017-05-10 13:42:59;2017-05-04;True;True
8b57d8238179a3fe33158f6f4daf959f;424666b500924dcee2fafee945732103;delivered;2018-02-13 19:20:07;2018-02-15 03:56:00;2018-02-20 18:17:45;2018-03-17 18:38:43;2018-03-07;True;True
9044b4ff307597019884db48921c1e7e;8c4751bbb5aacd9f0d694e8c622faacc;delivered;2018-03-08 16:07:39;2018-03-08 17:00:43;2018-03-09 17:09:43;2018-04-12 23:32:33;2018-05-04;True;True
523d7597c0c82db94fd16b4213e2f0ab;9ac238d7ed8b3694e58e35b1ed82e8b4;delivered;2017-02-20 13:51:20;2017-02-22 03:10:17;2017-03-23 15:43:45;2017-04-06 14:05:29;2017-03-21;True;True
24791bba1a08147c3b660bb80d0de8d3;40c2d7b6a7c12eac3403a30fce65d3d8;delivered;2017-06-24 11:57:01;2017-06-27 04:15:28;2017-06-27 16:35:30;2017-07-25 19:25:03;2017-07-24;True;True
f2295bca86e6c4a2a1c211330a5c5779;80fa64e989d6c0478aefff5df36949f4;delivered;2017-12-02 10:43:56;2017-12-04 10:36:21;2017-12-06 16:28:48;2018-01-18 23:05:57;2018-01-03;True;True
9215daa2d711ae5055008f444f6688c8;8e9e8aa4d3d480bc21b3336de7eb9214;delivered;2018-01-14 19:00:30;2018-01-14 19:12:20;2018-01-16 13:57:05;2018-02-28 00:14:03;2018-02-09;True;True
084051935208c688c8cd5fae3d15810d;e7f806cb2cffddb308ed9bfd6bf5c5fd;delivered;2017-02-24 15:46:49;2017-02-24 16:02:42;2017-03-10 09:30:53;2017-03-28 16:52:33;2017-03-27;True;True
9f1cbfd860863f340881bcfef13fc3eb;8ec5d1bb574d20d61a22a89127329060;delivered;2017-10-23 11:38:18;2017-10-24 06:33:45;2017-11-07 21:48:29;2017-11-24 21:02:39;2017-11-24;True;True
89bd46bd027ae866a59a72810b4adc95;c4bd3aefb216827f4698bd9d2b166a2f;delivered;2018-05-15 10:27:01;2018-05-16 02:55:12;2018-05-17 11:55:00;2018-06-15 13:49:44;2018-06-05;True;True
67204cd665c7418b36623b21584dc92c;e28c7984cdad31abb88f1e19cd8621e1;delivered;2017-12-01 16:13:05;2017-12-01 16:40:20;2017-12-07 22:07:02;2018-01-13 12:49:20;2017-12-29;True;True
130c3f0058347e4d785fa54f3d00d2b4;f227c8cea54e871f65cd080735594ccb;delivered;2018-01-15 15:43:09;2018-01-17 03:39:34;2018-01-31 17:33:30;2018-02-22 21:25:19;2018-03-07;True;True
bf6ae1909b2e970bb1c4f1119b324b64;c689ee4a546a41ccfc8b40c7752bef45;delivered;2018-02-01 18:09:49;2018-02-02 19:31:18;2018-02-06 01:34:26;2018-03-06 23:29:04;2018-03-02;True;True
3de1449e72332066f82b8130406dfeb3;10c24e9fc5879ea6080e2b72e0475641;delivered;2018-01-15 10:16:23;2018-01-17 03:39:36;2018-02-07 00:09:25;2018-03-03 16:03:41;2018-03-15;True;True
da9d5d868a28b17116214d1240c22837;8cd6037505c5d3a5f92d485b1345e918;delivered;2017-08-01 22:25:27;2017-08-03 03:04:44;2017-08-11 20:22:20;2017-09-19 18:09:44;2017-09-08;True;True
9e1571408c90f2235bf00d6fd15f8d51;b470bfde759425129d684b306fce715e;delivered;2018-02-06 18:50:45;2018-02-06 19:10:35;2018-02-07 23:26:46;2018-03-28 18:36:45;2018-03-14;True;True
546c8958ff67b28473cf140ec32a5a91;a88f6b2e3e51c830e4850876c911fb8d;delivered;2017-11-24 19:47:58;2017-11-24 22:56:18;2017-11-29 11:37:48;2017-12-27 15:00:00;2017-12-20;True;True
683b82f268a3ba04ef24ce3490a12d44;a5f835421f74efb2806c5b07f51ceffe;delivered;2017-04-04 19:04:10;2017-04-04 19:15:13;2017-04-12 13:53:43;2017-05-09 09:58:07;2017-05-17;True;True
d9107994bd1bf31404591bce06a547f8;c396c33a13de8470ca7f0fbff9ac4e9b;delivered;2018-01-03 17:27:00;2018-01-05 02:34:52;2018-02-03 04:05:02;2018-02-14 21:22:12;2018-03-19;True;True
e74f16cd18d4e5b3dfbcc81e880430d9;614e410701e4458d2fb475053d7a9b05;delivered;2017-11-24 00:43:01;2017-11-24 01:11:13;2017-11-24 20:18:30;2018-01-18 00:28:54;2017-12-19;True;True
d5a9c802f335dab69b88e69434d0dd43;8078795898cf354a167e8832f263774f;delivered;2018-03-08 11:38:27;2018-03-08 11:50:46;2018-03-09 22:58:46;2018-04-17 18:48:22;2018-04-02;True;True
d8b396712d55ccad35aa9a1391aa74a1;a30ef261434ed7152a26b65278af7f9c;delivered;2018-01-27 14:00:16;2018-01-27 14:12:51;2018-01-30 17:57:01;2018-03-05 22:14:26;2018-02-23;True;True
b7579d24f5b2dd3e20f2e57d0e07d170;76cff9a9995b25f21d51697f49f87652;delivered;2017-04-21 17:49:46;2017-04-24 15:02:38;2017-04-27 12:31:44;2017-05-25 16:54:46;2017-05-11;True;True
a69ddc335f989aa05576bc19f8b9a549;4b2c1822404badb9d24841b907cf9afe;delivered;2018-01-18 15:46:59;2018-01-20 09:09:49;2018-02-15 21:39:07;2018-04-18 15:41:50;2018-03-29;True;True
e5c7db6481f467875bd4d52357a8f8a1;b60a568698ca321102eee61a276055ef;delivered;2018-02-26 14:18:53;2018-02-26 14:35:31;2018-03-12 21:33:18;2018-04-04 21:29:59;2018-03-23;True;True
246d4a086a57d88a0e438c83cb44b94e;1caacc78626d0863daa8aff89de93bb0;delivered;2018-05-14 23:18:21;2018-05-16 02:54:03;2018-05-24 13:47:00;2018-06-21 23:46:22;2018-06-27;True;True
43e99f3020b420b8aff15449ff4f7561;9a480b9c9decf04f8d95b4da30cc6141;delivered;2018-04-10 21:19:39;2018-04-10 21:35:17;2018-04-24 22:44:36;2018-05-14 17:51:45;2018-05-07;True;True
e86c9bfc5e5cce878c7d0c2419927cd7;02036d14d9326c01a123bd83626d48c0;delivered;2018-03-13 19:10:37;2018-03-13 19:29:25;2018-03-14 21:56:29;2018-04-23 19:20:55;2018-04-13;True;True
3dbf60040199f502ec5dd67f86b804ab;62cf43d7c0b82fa2b6910138d7f4f14e;delivered;2017-03-02 11:20:23;2017-03-02 11:30:20;2017-03-31 15:12:14;2017-04-13 11:39:04;2017-03-27;True;True
183a7d0aaaf6b16afaa897a44424494b;6976b13183e54d7c9dac5d94edefe662;delivered;2018-02-15 10:37:47;2018-02-15 10:50:32;2018-02-22 03:13:17;2018-03-26 18:32:21;2018-03-19;True;True
dd501072091c950a1e6bb5ea9182df2a;345498125da8b61f64def813c4a2db79;delivered;2018-03-12 13:32:14;2018-03-12 14:08:39;2018-03-26 19:04:26;2018-05-14 15:18:58;2018-05-02;True;True
179b63fcfafb80e064370a2ce74c81f7;f63db8b1515a5d3606d101d9b9cf9fe2;delivered;2018-04-17 11:53:36;2018-04-17 12:30:02;2018-04-19 19:36:39;2018-05-25 13:41:46;2018-05-21;True;True
66e7b21711a5ac0d6b6a5f60e4c79a75;7f6e0647dfddaccdf6e140f98e0945bd;delivered;2017-11-28 14:31:04;2017-11-29 02:20:34;2017-11-30 19:21:27;2018-01-03 13:13:00;2017-12-21;True;True
87a330a52c9e677f1252f2f17e54cf65;ad7bbfe917e8a82b01c911b1f6752c7a;delivered;2017-09-13 23:19:22;2017-09-15 02:10:46;2017-09-25 19:38:39;2017-10-16 16:35:32;2017-10-05;True;True
446634c9e8e8c3a70fef1507c82d5c68;9248f24013892b2690a39829f54159b9;delivered;2018-02-19 15:16:15;2018-02-19 16:40:28;2018-02-20 22:42:41;2018-03-27 00:58:35;2018-03-21;True;True
d8f4ac2b5cf577657a2165a7c75857ff;6aedd904a13070b8a5c21abd8de0c090;delivered;2017-11-27 11:05:38;2017-11-27 11:15:03;2018-01-04 21:33:21;2018-01-22 13:56:53;2017-12-19;True;True
25bd2ad9d282f59e4e6a048ef9bf214f;be34bf56044c5614fc66d97251c0adc6;delivered;2018-03-12 16:20:32;2018-03-12 17:09:53;2018-03-15 23:38:40;2018-05-02 19:36:36;2018-04-11;True;True
25e2eb92a4861f100d82edfb2cbbb47f;55564b631a23d681ef873e8354142da1;delivered;2018-03-19 10:02:36;2018-03-21 02:48:30;2018-03-23 23:51:45;2018-04-24 23:33:03;2018-04-06;True;True
217fa08ee792f84b2a3b3a84ee263b0e;804751ae168c4c4d6d5178553e544300;delivered;2017-09-26 00:51:00;2017-09-26 01:07:08;2017-09-29 15:19:10;2017-10-28 15:35:59;2017-10-25;True;True
8b7fd198ad184563c231653673e75a7f;3eddc75fe2314996f68ddcd89ddb5caf;delivered;2017-11-14 10:04:27;2017-11-17 08:47:00;2018-02-26 17:27:15;2018-02-27 18:05:08;2017-11-28;True;True
24843df655e56c3713485a7880677287;6f8f6a52f408ae47a83c5e2b7d1d395f;delivered;2017-10-30 10:44:32;2017-10-31 12:31:49;2017-11-06 21:32:21;2017-12-01 21:21:12;2017-11-30;True;True
b3f352a3b3887a501a98642fa5840e66;a6c4086c5ec600d696fbc7acc81aaabf;delivered;2018-01-14 22:46:04;2018-01-14 22:56:20;2018-02-07 18:38:50;2018-02-16 21:46:42;2018-02-08;True;True
