order_id;customer_id;order_status;order_purchase_timestamp;order_approved_at;order_delivered_carrier_date;order_delivered_customer_date;order_estimated_delivery_date;customer_unique_id;customer_zip_code_prefix;customer_city;customer_state;payment_sequential;payment_type;payment_installments;payment_value;order_item_id;product_id;seller_id;shipping_limit_date;price;freight_value;review_id;review_score;review_comment_title;review_comment_message;review_creation_date;review_answer_timestamp;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm;zip_code_prefix;seller_city;seller_state;geolocation_lat;geolocation_lng;geolocation_city;geolocation_state;delivery_days;approve_days;seller_days;to_customer_days
f30607daae66843552e00843c6de88ef;8e1769459d9b9a9989799f6c79a4a663;delivered;2018-02-21 13:18:37;2018-02-23 02:31:22;2018-03-05 23:44:55;2018-04-12 11:36:51;2018-03-27;1b1819e5da72c7a8c26b2e46aeeac553;28380;natividade;RJ;1;boleto;1;695.99;1;aed75ad669fbebd5a385ac7cc2ae7573;17f51e7198701186712e53a39c564617;2018-03-12 02:31:06;550.0;145.99;6a11203d05f191b3e0af7363ca15f7b6;1.0;No message;Mais respeito ao consumidor, era para presente!!;2018-03-31 00:00:00;2018-03-31 10:46:50;beleza_saude;42.0;427.0;1.0;30000.0;50.0;75.0;56.0;3908;sao paulo;SP;-23.58251937037037;-46.50719448148148;sao paulo;SP;49.0;1;10.0;37.0
0fc34e566d3273325c404c113f4a8b2a;ae9cc596d22235c547acce001f90fc33;delivered;2017-11-02 14:51:11;2017-11-02 15:10:35;2017-11-06 20:28:43;2017-12-01 18:06:48;2017-11-27;930dfe46b364af81db0fb4828bce74c9;74675;goiania;GO;1;credit_card;2;205.07;1;8896b8c893a3dc9e5a6d10e00bada716;cd68562d3f44870c08922d380acae552;2017-11-08 15:10:35;189.0;16.07;7ed0094276b0d202cde723da3a8fe891;3.0;No message;No message;2017-11-29 00:00:00;2017-12-01 20:41:51;esporte_lazer;50.0;1882.0;1.0;500.0;16.0;7.0;13.0;14050;ribeirao preto;SP;-21.172861319526625;-47.82369943195266;ribeirao preto;SP;29.0;0;4.0;24.0
91bcade2288597459e1dbce52d6d0ef9;449057269c318304d8a753f64c181b07;delivered;2018-01-04 13:14:34;2018-01-04 13:29:16;2018-01-10 20:24:19;2018-02-09 00:44:50;2018-02-02;567cce4e47a422c4e6e2021a46c979e7;75901;rio verde;GO;1;credit_card;6;163.32;1;c063e7cfa2a5277de17cde1837399dc5;79ebd9a61bac3eaf882805ed4ecfa12a;2018-01-10 13:29:16;124.9;38.42;f7ddca0a3f78ea769f4418ec2044658a;1.0;No message;o produto não chegou;2018-02-04 00:00:00;2018-02-05 00:49:17;moveis_decoracao;52.0;1500.0;3.0;2600.0;105.0;3.0;70.0;85802;cascavel;PR;-24.96646636585366;-53.46672969105691;cascavel;PR;35.0;0;6.0;29.0
d52140bee663636aa4f6057e50bc06a3;32fa597a3b06db1949ee96c416335b6b;delivered;2018-03-01 20:30:22;2018-03-01 20:49:07;2018-03-02 20:35:25;2018-04-16 16:24:45;2018-03-27;bb477df0c32c10ffaf2b2c5e81169f20;45140;itambe;BA;1;credit_card;3;147.28;1;fe75529a267b76ac6e96f0c322a899a4;620c87c171fb2a6dd6e8bb4dec959fc6;2018-03-09 20:49:07;119.9;27.38;54048bb2c5e06bc2ab4e6da878bcf6cd;1.0;No message;Não recebi o produto e a loja nem se quer me dar uma satisfação ;2018-03-29 00:00:00;2018-03-29 14:22:39;beleza_saude;33.0;374.0;1.0;304.0;20.0;15.0;15.0;25645;petropolis;RJ;-22.54079643846154;-43.20123496923077;petrópolis;RJ;45.0;0;0.0;44.0
d396adb7e51ca1bcb4a84cb786fee813;33a366be73843c5da3d68f3d3427afd6;delivered;2017-07-03 16:42:42;2017-07-05 06:44:25;2017-07-12 20:47:52;2017-08-01 21:10:36;2017-08-04;f00dcc95289fc9d9a4938889748b94fe;97095;santa maria;RS;1;boleto;1;722.05;1;9069c427ca36847bc3907c09712f6cf8;7b1222c3624aa89b9558b50a2594188c;2017-07-19 06:44:25;699.9;22.15;743abbac658efccd71944f9b69dcc089;5.0;No message;No message;2017-08-02 00:00:00;2017-08-05 23:07:15;brinquedos;56.0;1138.0;2.0;6250.0;60.0;20.0;40.0;15041;sao jose do rio preto;SP;-20.790373449541285;-49.41826233944954;sao jose do rio preto;SP;29.0;1;7.0;20.0
b7ed5b357d48b6c8f588c5cf0d7ddf5d;92148a85c89c0da621cdc0e1810a23f7;delivered;2018-03-10 23:24:50;2018-03-11 00:00:30;2018-03-12 17:08:26;2018-04-17 17:37:54;2018-04-02;5d81094365fbd7cb0e548f4508fa5e62;26070;nova iguacu;RJ;1;credit_card;10;173.53;1;9565229244e9341fb8c8069879cf73cd;da8622b14eb17ae2831f4ac5b9dab84a;2018-03-15 00:00:30;149.9;23.63;0e292b0d5837bdefe75d8c1b1758ac6a;1.0;No message;No message;2018-04-04 00:00:00;2018-04-04 08:39:27;cama_mesa_banho;60.0;234.0;1.0;1700.0;34.0;7.0;32.0;13405;piracicaba;SP;-22.70870216571429;-47.66470073142857;piracicaba;SP;37.0;0;1.0;36.0
d30680568af2e9f0aeba3420292df26d;8eb5e45df7b0f27cc1a3b7ba46219180;delivered;2017-09-16 09:20:26;2017-09-16 09:35:12;2017-09-22 20:45:53;2017-10-22 14:16:51;2017-10-09;dcf468beeda4b0ec3079e3e6b462fa51;41650;salvador;BA;1;credit_card;4;126.11;1;5ac9d9e379c606e36a8094a6046f75dc;633ecdf879b94b5337cca303328e4a25;2017-09-21 09:35:12;109.9;16.21;fd644e568474e304218a448b762344ae;1.0;No message;Zero não entregaram e não dão satisfação! Vou devolver;2017-10-11 00:00:00;2017-10-11 11:09:58;beleza_saude;46.0;2345.0;6.0;525.0;21.0;16.0;13.0;4438;sao paulo;SP;-23.67656995138889;-46.66989647222223;sao paulo;SP;36.0;0;6.0;29.0
cafc9b2f7d35ec42bdb74347cc6e8a70;c9573cc1e246dadca50b2a74f795def3;delivered;2018-01-19 00:48:30;2018-01-19 01:21:52;2018-01-19 22:41:38;2018-04-04 17:12:36;2018-02-16;7671178c592895e5beed747367b4a54b;60833;fortaleza;CE;1;credit_card;1;55.63;1;c5841303f830680eb1cdda8be0ff35bf;b561927807645834b59ef0d16ba55a24;2018-01-25 01:21:52;38.0;17.63;10fff4faa197b0a1b7d7b087a7cb1836;1.0;No message;No message;2018-02-18 00:00:00;2018-02-18 17:28:40;papelaria;33.0;691.0;2.0;250.0;27.0;3.0;11.0;2955;sao paulo;SP;-23.46817523529412;-46.72025347058824;sao paulo;SP;75.0;0;0.0;74.0
8a0b2bc5c7a1c524635f4de8bae9dffe;764fb80689629a0092fa11ada23a0c4e;delivered;2017-11-23 22:27:55;2017-11-23 22:37:27;2017-11-27 20:23:03;2018-01-20 15:26:28;2017-12-22;2c90fdbc33c7a6f301f4c63f0c962b3f;94470;viamao;RS;1;credit_card;10;1008.3;1;52690beab08122aee391378fbf246a58;cd68562d3f44870c08922d380acae552;2017-11-29 22:37:27;485.0;19.15;1850ff3597bd1b7d51e545fa5ce77668;1.0;No message;Pessimo atendimento, estou tentando cancelar a compra desde minutos depois de ter efetuado devido a propaganda induzir ao erro fazendo alusão a um produto original e nao estou conseguindo.;2017-12-24 00:00:00;2017-12-24 02:59:55;cool_stuff;60.0;813.0;3.0;650.0;16.0;7.0;12.0;14050;ribeirao preto;SP;-21.172861319526625;-47.82369943195266;ribeirao preto;SP;57.0;0;3.0;53.0
8a0b2bc5c7a1c524635f4de8bae9dffe;764fb80689629a0092fa11ada23a0c4e;delivered;2017-11-23 22:27:55;2017-11-23 22:37:27;2017-11-27 20:23:03;2018-01-20 15:26:28;2017-12-22;2c90fdbc33c7a6f301f4c63f0c962b3f;94470;viamao;RS;1;credit_card;10;1008.3;2;52690beab08122aee391378fbf246a58;cd68562d3f44870c08922d380acae552;2017-11-29 22:37:27;485.0;19.15;1850ff3597bd1b7d51e545fa5ce77668;1.0;No message;Pessimo atendimento, estou tentando cancelar a compra desde minutos depois de ter efetuado devido a propaganda induzir ao erro fazendo alusão a um produto original e nao estou conseguindo.;2017-12-24 00:00:00;2017-12-24 02:59:55;cool_stuff;60.0;813.0;3.0;650.0;16.0;7.0;12.0;14050;ribeirao preto;SP;-21.172861319526625;-47.82369943195266;ribeirao preto;SP;57.0;0;3.0;53.0
a06c43ed81f5c604287461f4d21949ce;da82d24c21654f951fedc813df8a5dc6;delivered;2017-10-24 17:39:10;2017-10-24 17:56:20;2017-11-20 21:15:00;2017-11-23 21:48:41;2017-11-17;645d54fc2f9c61166cdac23242542979;89015;blumenau;SC;1;credit_card;2;137.04;1;6994675fdff4377e6e1b738094977cf4;b19f3ca2ea475913750f25a5c37c8d8f;2017-10-30 17:56:20;108.9;28.14;75683d766c9542a331fdf31cef6fb235;1.0;No message;No message;2017-11-19 00:00:00;2017-11-21 09:57:15;utilidades_domesticas;47.0;718.0;1.0;6900.0;24.0;12.0;24.0;35501;divinopolis;MG;-20.162109115384617;-44.90191603021978;divinopolis;MG;30.0;0;27.0;3.0
ed24759a0ae96582e88fdca0c0997d22;869c947685e4deaedb87bb36764949be;delivered;2018-03-24 11:58:06;2018-03-24 12:08:19;2018-04-09 23:33:03;2018-04-23 14:57:48;2018-04-23;4bd3154555b2d1d19fed1ccf31aa33f7;9530;sao caetano do sul;SP;1;credit_card;6;102.85;1;914c9e9af640dd56f48764a225b00f89;7c67e1448b00f6e969d365cea6b010ab;2018-04-06 12:08:19;79.98;22.87;f4d0f4e5939a0ed591caa7b9b382a02e;3.0;No message;No message;2018-04-24 00:00:00;2018-04-24 20:07:53;moveis_escritorio;47.0;1047.0;1.0;7463.0;56.0;64.0;35.0;8577;itaquaquecetuba;SP;-23.48611158273381;-46.36672078417266;itaquaquecetuba;SP;30.0;0;16.0;13.0
f9f15e02ed74cf8a21b8266a55498942;e1f67a370030c2c5695ee3f95c44cd90;delivered;2017-10-12 21:46:31;2017-10-12 21:56:20;2017-10-17 17:07:58;2017-11-17 23:59:11;2017-11-13;fed9ae71404fb97d15c821adbe64feab;57082;maceio;AL;1;credit_card;5;112.94;1;2b4609f8948be18874494203496bc318;cc419e0650a3c5ba77189a1882b7556a;2017-10-22 22:56:20;89.99;22.95;f5daca55aedc120086c17d08f16c1548;1.0;No message;No message;2017-11-15 00:00:00;2017-11-15 10:06:22;beleza_saude;59.0;492.0;3.0;250.0;22.0;10.0;18.0;9015;santo andre;SP;-23.6593636625;-46.52318313125;santo andre;SP;36.0;0;4.0;31.0
64ea4c51ad1203229ba011693f35da54;f384d3d46a938ede0333121a810b4d7d;delivered;2018-01-29 13:09:31;2018-01-29 13:30:16;2018-02-01 00:38:54;2018-03-02 22:15:36;2018-02-22;698a9cafcc15cac8cdbaee64adc6efbe;29171;serra;ES;1;credit_card;3;104.87;1;36f60d45225e60c7da4558b070ce4b60;6973a06f484aacf400ece213dbf3d946;2018-02-05 13:30:16;89.49;15.38;441876a44104a427c0ade59b0f17955c;3.0;No message;No message;2018-03-03 00:00:00;2018-03-04 13:34:18;informatica_acessorios;33.0;300.0;1.0;207.0;19.0;11.0;14.0;12230;sao jose dos campos;SP;-23.224503358333333;-45.88784290833333;sao jose dos campos;SP;32.0;0;2.0;29.0
88c588c116fd06fb8e48dd83af88ec4a;8787c72a20002592238d7b80721ab729;delivered;2017-11-19 13:23:27;2017-11-19 13:35:26;2017-11-24 22:06:56;2017-12-22 17:44:27;2017-12-12;6d1213d0a8cccfa5cdb1b693fd388055;79075;campo grande;MS;2;voucher;1;27.75;1;5322d72e04acadda01cd9c274b4af288;4e85b538b0dad58852641540686d0e14;2017-11-23 13:35:26;14.39;15.1;c2ad32107fdcddfb00326d0c120f0e8c;2.0;No message;Ainda não recebi o pedido e ti enviando enail e ninguém me responde ;2017-12-14 00:00:00;2017-12-14 11:15:53;ferramentas_jardim;37.0;226.0;1.0;400.0;25.0;5.0;11.0;12238;sao jose dos campos;SP;-23.25659353703704;-45.92009262962964;são josé dos campos;SP;33.0;0;5.0;27.0
88c588c116fd06fb8e48dd83af88ec4a;8787c72a20002592238d7b80721ab729;delivered;2017-11-19 13:23:27;2017-11-19 13:35:26;2017-11-24 22:06:56;2017-12-22 17:44:27;2017-12-12;6d1213d0a8cccfa5cdb1b693fd388055;79075;campo grande;MS;1;credit_card;1;1.74;1;5322d72e04acadda01cd9c274b4af288;4e85b538b0dad58852641540686d0e14;2017-11-23 13:35:26;14.39;15.1;c2ad32107fdcddfb00326d0c120f0e8c;2.0;No message;Ainda não recebi o pedido e ti enviando enail e ninguém me responde ;2017-12-14 00:00:00;2017-12-14 11:15:53;ferramentas_jardim;37.0;226.0;1.0;400.0;25.0;5.0;11.0;12238;sao jose dos campos;SP;-23.25659353703704;-45.92009262962964;são josé dos campos;SP;33.0;0;5.0;27.0
b323a1bf3949211f3d9fbc43772534e6;4ad5a269a2d59d2c83ac551b5c948c0a;delivered;2018-05-07 10:59:47;2018-05-07 17:56:21;2018-05-16 11:00:00;2018-06-09 19:36:43;2018-05-30;fb6534d42a2fbd05aae76186fe8bec4f;45078;vitoria da conquista;BA;1;credit_card;3;102.13;1;3fbc0ef745950c7932d5f2a446189725;06a2c3af7b3aee5d69171b0e14f0ee87;2018-05-11 17:56:21;64.99;37.14;eb17f1f97de10b2ddb30f09dbb319e4a;4.0;No message;No message;2018-06-01 00:00:00;2018-06-04 18:34:00;beleza_saude;50.0;1257.0;1.0;350.0;19.0;12.0;13.0;65072;sao luis;MA;-2.5012422;-44.24816365656566;são luís;MA;33.0;0;8.0;24.0
cc06813c8d9909633f390ed9b5df999f;640246e27e1df1ffe19d062550d0d5ab;delivered;2018-04-14 18:31:02;2018-04-14 18:52:37;2018-04-17 16:52:47;2018-05-17 21:43:34;2018-05-09;e8a7165667b5a473e0b04dae68d6b88d;28909;cabo frio;RJ;1;credit_card;1;173.59;1;d1c427060a0f73f6b889a5c7c61f2ac4;a1043bafd471dff536d0c462352beb48;2018-04-19 18:52:37;119.0;54.59;eb8eedc8ea2a241a07136da2f5db33b0;1.0;No message;No message;2018-05-11 00:00:00;2018-05-15 14:43:25;informatica_acessorios;59.0;1893.0;1.0;6550.0;20.0;20.0;20.0;37175;ilicinea;MG;-20.94057758;-45.8272373;ilicinea;MG;33.0;0;2.0;30.0
7297f6bfea2a33ef176cff30f467aa41;b19a370495e4d833f7351b777ef67b4b;delivered;2018-04-16 13:44:10;2018-04-16 14:33:17;2018-04-18 00:41:17;2018-05-17 22:28:30;2018-05-10;7cefed48f155073afe33b11d943adeef;93022;sao leopoldo;RS;1;credit_card;1;38.13;1;5d66715cc928aadd0074f61332698593;128639473a139ac0f3e5f5ade55873a5;2018-04-20 14:31:15;19.9;18.23;c593edde6a6642f89313c4050a94c814;5.0;Bom produto;Produto de qualidade. Somente a entrega efetuada através dos Correios demorou mais de 30 dias.;2018-05-12 00:00:00;2018-05-17 19:57:45;eletronicos;52.0;390.0;1.0;150.0;20.0;13.0;18.0;87050;maringa;PR;-23.4311305720339;-51.91823523305085;maringa;PR;31.0;0;1.0;29.0
1ac605c3c8e2ee53279c7b0bd52c6aec;4f86e2b6bb393847cfaca4bf4b1b82f6;delivered;2018-03-08 09:26:27;2018-03-08 10:08:48;2018-03-13 18:28:45;2018-04-06 17:45:29;2018-03-28;7e5641367b72c03fbc85a214e150060f;15685;ouroeste;SP;1;credit_card;5;177.02;1;1697727d6c82c23c7149c6c773683d2c;e89c4adbe7b1d0819dbb636e16461cf1;2018-03-16 09:48:39;159.0;18.02;7f5706d2874d2d64525f966524b90785;1.0;No message;No message;2018-03-30 00:00:00;2018-03-31 20:58:33;esporte_lazer;37.0;264.0;2.0;2600.0;28.0;28.0;20.0;13347;indaiatuba;SP;-23.1341129375;-47.2279751875;indaiatuba;SP;29.0;0;5.0;23.0
80b0f4fc350532f6e0ce9aa81ccde91c;d06f910929d7ece5e8090c5b4ef80b08;delivered;2018-03-01 16:51:27;2018-03-01 17:09:42;2018-03-02 23:57:29;2018-04-05 21:37:26;2018-03-19;22062343697ed12f7c1d0cecd982b0c4;9910;diadema;SP;1;credit_card;10;218.45;1;7a10781637204d8d10485c71a6108a2e;4869f7a5dfa277a7dca6462dcf3b52b2;2018-03-07 17:09:42;204.0;14.45;b2eb6e036ff001f946cb7229b624ded6;1.0;No message;realizei a compra, e não entregara!!! estou cancelando e espero ser reembolsada.;2018-03-21 00:00:00;2018-03-21 21:33:34;relogios_presentes;42.0;236.0;1.0;342.0;18.0;13.0;15.0;14840;guariba;SP;-21.363501723529414;-48.229600747058825;guariba;SP;35.0;0;1.0;33.0
efe9bd98be3cb5cb5c87e7ca27abe613;37751e1671512ad89943d1615b563b1d;delivered;2018-01-21 13:28:36;2018-01-23 03:52:57;2018-01-23 22:57:46;2018-02-24 13:12:53;2018-02-15;7dcb5dc118b501f403aceeb6d438f33f;28908;cabo frio;RJ;1;boleto;1;61.11;1;583f158587cdecda3e8bdea694021e39;955fee9216a65b617aa5c0531780ce60;2018-01-29 03:52:57;45.0;16.11;06d8b827955162d7ece3705df6f43f0d;1.0;No message;"O prazo de entrega era até o dia 16/02.
Até agora não recebi.";2018-02-18 00:00:00;2018-02-18 12:06:03;esporte_lazer;57.0;1042.0;7.0;800.0;42.0;8.0;26.0;4782;sao paulo;SP;-23.691013257142856;-46.70380971428572;sao paulo;SP;33.0;1;0.0;31.0
08763574782690116475ea62ffdecadb;a2f475be29f915fa902863f62308df8f;delivered;2017-11-28 07:50:35;2017-11-28 07:59:26;2017-11-28 17:24:39;2018-01-03 19:24:57;2017-12-26;aa2ca40652b784ea8e309f01611e4ab6;21610;rio de janeiro;RJ;1;credit_card;2;85.24;1;e9def91e99c8ecb7c5cef5e31506a056;850f4f8af5ea87287ac68de36e29107f;2017-12-11 07:59:26;69.99;15.25;c1244382fb160eff7ad2cfb0068eb39d;5.0;No message;Só realizei a compra pq chegava antes do Natal e até agora nada de chegar. ;2017-12-28 00:00:00;2017-12-28 18:20:56;brinquedos;34.0;867.0;2.0;500.0;19.0;11.0;20.0;4367;sao paulo;SP;-23.6514582278481;-46.667264860759495;são paulo;SP;36.0;0;0.0;36.0
0adf4c5c9a1399ceefdb7ba880df1ca7;eab22d3171e51fc2a3b380f5da7c7310;delivered;2017-02-22 13:22:13;2017-02-22 13:30:16;2017-02-22 14:25:33;2017-03-28 16:23:53;2017-04-06;181fe5cb523664e70003f36f5ba01d23;63260;brejo santo;CE;1;credit_card;2;145.01;1;f35927953ed82e19d06ad3aac2f06353;669ae81880e08f269a64487cfb287169;2017-02-26 13:22:13;115.0;30.01;eaffaad74fe59e16d6e9842857c280ec;5.0;No message;No message;2017-03-29 00:00:00;2017-03-29 20:59:32;livros_interesse_geral;39.0;724.0;1.0;450.0;20.0;20.0;20.0;89160;rio do sul;SC;-27.21458655851064;-49.63772521808511;rio do sul;SC;34.0;0;0.0;34.0
